Term,Plan,Employer,State
20145,ANSA-BS,Wegmans Food Markets Inc,NY
20145,INFOTEC-BS,RIT - Saunders Startup,NY
20145,GAMEDES-BS,Intel Corp,OR
20145,INFOST-MS,Paychex Inc,NY
20145,SOFTENG-BS,CloudCheckr,NY
20145,GAMEDES-BS,Ahold Inc,MA
20145,INFOTEC-BS,The Bross Group,NY
20145,COMPSCI-BS,iZotope,MA
20145,INFOTEC-BS,LaserMax Inc,NY
20145,SOFTENG-BS,Rochester Software Associates,NY
20145,COMPSCI-MS,IBM Corp,MA
20145,COMPSCI-MS,Philips North America,MA
20145,COMPSCI-MS,Intuit,CA
20145,SOFTENG-BS,Datto Inc.,CT
20145,COMPSCI-MS,RIT - Career Services & Cooperative Education,NY
20145,COMPSCI-MS,Intel Corp,OR
20145,COMPSCI-MS,Thomson Reuters,NY
20145,SOFTENG-BS,RIT - Career Services & Cooperative Education,NY
20145,INFOSEC-BS,Hudl,NE
20145,COMPSCI-BS,NASA IV&V Program,WV
20145,INFOSEC-BS,Architecture Technology Corporation (ATCorp),MN
20145,GAMEDES-BS,Xamarin,MA
20145,ANSA-BS,RIT - College of Liberal Arts,NY
20145,GAMEDES-BS,Second Avenue Learning,NY
20145,INFOSEC-BS,RIT - ITS/Technical Support,NY
20145,COMPSCI-BS,MOOG Inc,NY
20145,GAMEDES-BS,Vicarious Visions,NY
20145,SOFTENG-BS,Alstom Transport,NY
20145,COMPSCI-MS,Kulicke & Soffa Inc,PA
20145,ANSA-BS,IDI Billing Solutions,NY
20145,INFOSEC-BS,Cisco Systems Inc,NC
20145,COMPSCI-BS,Mavrck,MA
20145,INFOSEC-BS,University of Rochester - University IT,NY
20145,INFOTEC-BS,Marlabs Inc,NJ
20145,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20145,COMPSCI-BS,Paychex Inc,NY
20145,SOFTENG-BS,Applied Sciences Group,NY
20145,COMPSCI-BS,FUJIFILM NORTH AMERICA,NY
20145,INFOSEC-BS,RIT - ITS/Technical Support,NY
20145,SOFTENG-BS,Paychex Inc,NY
20145,GAMEDES-BS,eHealth Global Technologies Inc,NY
20145,ANSA-BS,Paychex Inc,NY
20145,INFOSEC-BS,GE Power & Water,TX
20145,COMPSCI-BS,EnerNOC Inc,MA
20145,COMPSCI-BS,MOOG Inc,NY
20145,COMPSCI-MS,Intuit,CA
20145,COMPSEC-MS,Dell SecureWorks,IL
20145,COMPSCI-MS,Paychex Inc,NY
20145,COMPSCI-BS,Paychex Inc,NY
20145,SOFTENG-BS,EnerNOC Inc,MA
20145,COMPSEC-MS,Dell SecureWorks,RI
20145,INFOTEC-BS,Brand Networks Inc,NY
20145,SOFTENG-BS,Retrotech Inc,NY
20145,SOFTENG-BS,FUJIFILM NORTH AMERICA,NY
20145,COMPSCI-BS,RIT - School of Mathematical Sciences,NY
20145,COMPSCI-BS,FactSet Research Systems Inc.,CT
20145,NWMEDID-BS,RIT - College of Imaging Arts & Science,NY
20145,SOFTENG-BS,Datto Inc.,CT
20145,COMPSCI-BS,Lexicum,XX
20145,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20145,SOFTENG-BS,Oracle,PA
20145,COMPSCI-BS,MIT Lincoln Laboratory,MA
20145,COMPSCI-BS,Mercury Computer Systems Inc,MA
20145,COMPSCI-BS,Rochester Software Associates,NY
20145,INFOSEC-BS,RIT - Information Security Office,NY
20145,SOFTENG-BS,Iowa State University,IA
20145,GAMEDES-BS,BellEse Technologies,MD
20145,SOFTENG-BS,Railcomm Inc,NY
20145,ANSA-BS,EnerNOC Inc,MA
20145,NWMEDID-BS,Kilo WADS Studios,NY
20145,SOFTENG-BS,Datto Inc.,CT
20145,INFOTEC-BS,Beijing Qilin Hemao Keji Ltd.,XX
20145,COMPSCI-BS,Oracle,PA
20145,COMPSCI-MS,Paychex Inc,NY
20145,INFOTEC-BS,The Infini,NY
20145,SOFTENG-BS,Philips North America,MA
20145,COMPSCI-BS,RIT - Computer Science,NY
20145,COMPSCI-BS,"Service Education, Inc.",NY
20145,GAMEDES-BS,Entre Computer Services,NY
20145,INFOST-MS,Paychex Inc,NY
20145,COMPSCI-BS,BlueTie Inc,NY
20148,NETSYS-MS,Frontier Corp/A Citizens Comm. Co.,NY
20148,COMPSCI-MS,EarthLink,NY
20148,NWMEDID-BS,American Greetings,OH
20148,INFOTEC-BS,BOCES Monroe #2,NY
20148,GAMEDES-BS,Analogic Corporation,MA
20148,COMPSCI-BS,Xamarin,MA
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,COMPSCI-MS,Orbit Systems Inc.,OH
20148,INFOST-MS,Ahold Inc,MA
20148,GAMEDES-BS,Pleasant Point Passamaquoddy Tribe,ME
20148,SOFTENG-MS,Emerge Partners,NY
20148,HUMCOMP-MS,RIT - Golisano College of Computing,NY
20148,COMPSCI-BS,Twilio,CA
20148,GAMEDES-BS,Adler Branding and Marketing,NY
20148,COMPSCI-BS,elogic Group LLC,NY
20148,COMPSCI-BS,Viewpoint Construction Software,PA
20148,INFOTEC-BS,J.C. Cannistraro LLC,MA
20148,INFOSEC-BS,Paychex Inc,NY
20148,GAMEDES-BS,Pleasant Point Passamaquoddy Tribe,ME
20148,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20148,INFOSEC-BS,JPMorgan Chase,NY
20148,COMPSCI-BS,IBM Corp,NC
20148,INFOSEC-BS,LSI Solutions,NY
20148,INFOTEC-BS,Target Corp,MN
20148,INFOSEC-BS,Paychex Inc,NY
20148,INFOST-MS,The Barbarian Group,NY
20148,COMPSCI-MS,RIT - Saunders Startup,NY
20148,COMPSCI-BS,RIT-NTID - Center On Access Technology,NY
20148,COMPSCI-BS,Apple,CA
20148,INFOTEC-BS,Xamarin,CA
20148,ANSA-BS,Fidelity Investments,NH
20148,COMPSCI-MS,"Delaney Rim, Inc.",NY
20148,COMPSCI-MS,Paychex Inc,NY
20148,INFOTEC-BS,The Whitestone Foundation,MI
20148,COMPSCI-MS,Paychex Inc,NY
20148,INFOTEC-BS,Electronic Access Solutions-Lenel,NY
20148,COMPSCI-MS,CableLabs,CO
20148,COMPSCI-MS,Envisage Information Systems,NY
20148,COMPSCI-BS,Palantir,NY
20148,INFOTEC-BS,The Infini,NY
20148,COMPSCI-BS,MOOG Inc,NY
20148,INFOTEC-BS,Catalyst Direct Inc.,NY
20148,NWMEDID-BS,The Barbarian Group,NY
20148,INFOSEC-BS,Coalfire Systems,CA
20148,INFOTEC-BS,Alstom Transport,NY
20148,COMPSCI-MS,Amazon,WA
20148,INFOTEC-BS,Naval Surface Warfare Center,MD
20148,COMPSCI-MS,Micron Technology,VA
20148,INFOTEC-BS,RIT - ITS/Technical Support,NY
20148,COMPSCI-MS,Thomson Reuters,NY
20148,COMPSCI-BS,SpinFusion,CO
20148,INFOTEC-BS,RIT - ITS/Technical Support,NY
20148,COMPSCI-MS,Intuit,CA
20148,GAMEDES-BS,"Delaney Rim, Inc.",NY
20148,INFOSEC-BS,Rochester Regional Health System,NY
20148,INFOTEC-BS,Liberty Mutual,NH
20148,SOFTENG-BS,Thomson Reuters,NY
20148,COMPSCI-BS,Paychex Inc,NY
20148,COMPSCI-BS,Cloudera,CA
20148,COMPSCI-BS,Oracle,PA
20148,COMPSCI-BS,Hudl,NE
20148,GAMEDES-BS,McCann Health,NJ
20148,GAMEDES-BS,Xamarin,MA
20148,SOFTENG-BS,Target Corp,MN
20148,GAMEDES-BS,S&P Capital IQ,NY
20148,INFOTEC-BS,CoverMyMeds,OH
20148,NETSYS-BS,Biogen Idec Inc,MA
20148,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20148,COMPSCI-BS,Google,CA
20148,GAMEDES-BS,WB Games,CA
20148,NWMEDID-BS,MotionSavvy,NY
20148,SOFTENG-BS,Amazon,WA
20148,COMPSCI-MS,Paychex Inc,NY
20148,COMPSCI-MS,Soleo Communications Inc,NY
20148,COMPSCI-MS,"Avarint (CUBRC, Inc)",NY
20148,COMPSCI-MS,Vicor Corp,MA
20148,COMPSCI-MS,Computer Sciences Corporation (CSC),VA
20148,COMPSCI-BS,EnerNOC Inc,MA
20148,ANSA-BS,"athenahealth, Inc.",MA
20148,COMPSCI-BS,Wegmans Food Markets Inc,NY
20148,NWMEDID-BS,MCD Partners,NY
20148,SOFTENG-BS,Apple,CA
20148,COMPSCI-BS,BAE Systems,MD
20148,GAMEDES-BS,Intuit,CA
20148,COMPSCI-BS,SPS Commerce,NJ
20148,COMPSCI-BS,Iomaxis,VA
20148,INFOSEC-BS,Sodexo,NY
20148,COMPSCI-BS,Bryx Inc,NY
20148,COMPSCI-BS,Hudl,NE
20148,INFOTEC-BS,Liberty Mutual,NH
20148,INFOSEC-BS,Citigroup,NY
20148,INFOSEC-BS,Liberty Mutual,NH
20148,COMPSCI-BS,Rochester Software Associates,NY
20148,SOFTENG-BS,RIT - Software Engineering,NY
20148,COMPSCI-BS,Constant Contact,MA
20148,INFOSEC-BS,"athenahealth, Inc.",MA
20148,COMPSCI-BS,Liberty Mutual,MA
20148,COMPSCI-BS,RP Solutions Inc,NY
20148,GAMEDES-BS,Darkwind Media,NY
20148,COMPSCI-BS,Colonial Pipeline,GA
20148,COMPSCI-BS,Intuit,CA
20148,COMPSCI-BS,CloudCheckr,NY
20148,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20148,INFOTEC-BS,Intuit,CA
20148,INFOTEC-BS,Wegmans Food Markets Inc,NY
20148,COMPSCI-BS,RIT - School of Mathematical Sciences,NY
20148,COMPSCI-MS,Amazon,WA
20148,SOFTENG-BS,CM Productions LLC,NY
20148,SOFTENG-BS,Datto Inc.,CT
20148,GAMEDES-BS,Carrot Creative,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,COMPSCI-MS,Intuit,CA
20148,COMPSCI-BS,Blackbaud,SC
20148,ANSA-BS,SMP,NY
20148,COMPSCI-BS,City of Rochester - Information Technology,NY
20148,GAMEDES-BS,Viewpoint Construction Software,PA
20148,INFOTEC-BS,Petco,CA
20148,COMPSCI-BS,Carestream Health,NY
20148,COMPSCI-BS,Thomson Reuters,NY
20148,SOFTENG-BS,Datto Inc.,CT
20148,INFOTEC-BS,Fidelity Investments,NH
20148,GAMEDES-BS,Castle Production Services,NV
20148,COMPSCI-BS,Xamarin,MA
20148,SOFTENG-BS,RIT - Saunders College of Business,NY
20148,GAMEDES-BS,Thomson Reuters,NY
20148,INFOTEC-BS,Utica National Insurance Group,NY
20148,COMPSCI-BS,RIT - ITS/Technical Support,NY
20148,INFOTEC-BS,mindSHIFT Technologies,NY
20148,INFOTEC-BS,ADP,NY
20148,INFOTEC-BS,FM Global,RI
20148,NETSYS-MS,Unisys,PA
20148,COMPSCI-BS,Box Inc,CA
20148,INFOTEC-BS,Excellus BlueCross BlueShield,NY
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,GAMEDES-BS,Star Headlight & Lantern Co,NY
20148,SOFTENG-BS,Paychex Inc,NY
20148,COMPSCI-BS,MIAC,NY
20148,INFOST-MS,University of Rochester Medical Center - Information System Division,NY
20148,SOFTENG-BS,Intuit,CA
20148,NETSYS-BS,Wegmans Food Markets Inc,NY
20148,SOFTENG-MS,Involution Studios,MA
20148,COMPSCI-MS,Philips Healthcare,MA
20148,INFOST-MS,University of Rochester - Info Technology,NY
20148,INFOTEC-BS,Maureen Data Systems,NY
20148,ANSA-BS,General Dynamics Mission Systems,MA
20148,INFOSEC-BS,Central Intelligence Agency,DC
20148,SOFTENG-BS,EMC Corporation,MA
20148,SOFTENG-BS,Apple,CA
20148,COMPSCI-BS,RIT - Computer Science,NY
20148,SOFTENG-BS,Dealer.com,VT
20148,GAMEDES-BS,RIT - Kids On Campus,NY
20148,INFOTEC-BS,iD Tech Camps (Internal Drive),DC
20148,COMPSCI-BS,BlueTie Inc,NY
20148,INFOTEC-BS,AT,GA
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,COMPSCI-BS,Amazon,WA
20148,GAMEDES-BS,"1st Playable Productions, LLC",NY
20148,GAMEDES-BS,Pleasant Point Passamaquoddy Tribe,ME
20148,GAMEDES-BS,Infinity Algorithms,CA
20148,COMPSCI-BS,Retrotech Inc,NY
20148,SOFTENG-BS,Mitre Corp,VA
20148,GAMEDES-BS,Industrial Indexing Systems,NY
20148,GAMEDES-BS,RIT - Kids On Campus,NY
20148,GAMEDES-BS,IBM Corp,TX
20148,SOFTENG-BS,Rochester Software Associates,NY
20148,SOFTENG-BS,Paychex Inc,NY
20148,SOFTENG-BS,Intuit,CA
20148,NETSYS-BS,Wegmans Food Markets Inc,NY
20148,COMPSCI-BS,Fidelity Investments,NH
20148,SOFTENG-BS,Hudl,NE
20148,COMPSCI-BS,MOOG Inc,NY
20148,SOFTENG-BS,Mitre Corp,VA
20148,SOFTENG-BS,Interactive Intelligence Inc,IN
20148,GAMEDES-BS,Clever Method,NY
20148,COMPSCI-BS,Hudl,NE
20148,INFOTEC-BS,Rochester Software Associates,NY
20148,COMPIS-PHD,Exablox,CA
20148,INFOTEC-BS,MOOG Inc,NY
20148,COMPSCI-BS,Interactive Intelligence Inc,IN
20148,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20148,SOFTENG-BS,RIT-NTID - Oldtime Baseball,NY
20148,COMPSCI-MS,SAP Labs LLC,CA
20148,SOFTENG-MS,Dat Venture,MA
20148,COMPSCI-MS,Solu Technology Partners,NY
20148,COMPSCI-MS,LPA Systems,NY
20148,COMPSCI-BS,Datto Inc.,CT
20148,SOFTENG-BS,Interactive Intelligence Inc,IN
20148,SOFTENG-BS,Liberty Mutual Insurance,IN
20148,SOFTENG-BS,Allied Associates International,VA
20148,NWMEDID-BS,RIT - Information & Technology Services,NY
20148,SOFTENG-BS,CoverMyMeds,OH
20148,SOFTENG-BS,Microsoft Corporation,WA
20148,GAMEDES-BS,Workinman,NY
20148,INFOTEC-BS,Auto Trakk,PA
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,SOFTENG-BS,Alliant Technologies,KY
20148,SOFTENG-BS,URX,CA
20148,ANSA-BS,Cisco Systems Inc,CA
20148,GAMEDES-MS,Waden Kane Game Studios LLC,AZ
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,COMPSCI-MS,Intuit,CA
20148,COMPSCI-MS,Paychex Inc,NY
20148,SOFTENG-BS,General Dynamics Mission Systems,MA
20148,ANSA-BS,Cisco Meraki,CA
20148,GAMEDES-BS,ReallyMake LLC,MI
20148,NETSYS-BS,RIT - ITS/Technical Support,NY
20148,COMPSCI-BS,Health Foods,NJ
20148,COMPSCI-BS,MSA,PA
20148,SOFTENG-BS,M&T Bank,NY
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,SOFTENG-BS,Mercury Computer Systems Inc,MA
20148,INFOSEC-BS,Computer Sciences Corporation (CSC),VA
20148,GAMEDES-BS,Major League Hacking,NY
20148,COMPSCI-MS,Intuit,CA
20148,INFOTEC-BS,RIT - Information & Technology Services,NY
20148,COMPSCI-MS,University of Rochester - University IT,NY
20148,SOFTENG-BS,Constant Contact,MA
20148,COMPSCI-MS,Amazon,WA
20148,SOFTENG-BS,Intuit,CA
20148,ANSA-BS,Sigma Marketing,NY
20148,INFOSEC-BS,University of Rochester - University IT,NY
20148,NWMEDID-BS,BrokenMyth Studios LLC,NY
20148,SOFTENG-BS,Lockheed Martin,NY
20148,COMPSCI-MS,Micron Technology,VA
20148,NETSYS-MS,Coalfire Systems,NY
20148,COMPSCI-MS,Cogito Corporation,MA
20148,INFOSEC-BS,Datto Inc.,CT
20148,INFOSEC-BS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Cazena,MA
20148,INFOSEC-BS,Trillium Health (formerly AIDS Care Rochester),NY
20148,COMPSCI-BS,Parsons,VA
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,SOFTENG-BS,RIT - Computer Engineering,NY
20148,GAMEDES-BS,Ellucian,NY
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,SOFTENG-BS,Parsons,VA
20148,INFOSEC-BS,University of Rochester Medical Center,NY
20148,INFOSEC-BS,RIT - Golisano College of Computing,NY
20148,SOFTENG-BS,Apple,CA
20148,INFOTEC-BS,Quabaug Corporation,MA
20148,INFOST-MS,Paychex Inc,NY
20148,SOFTENG-BS,Oasis Systems,NY
20148,GAMEDES-BS,Jackbox Games,IL
20148,GAMEDES-BS,Noblis,VA
20148,COMPSCI-BS,Facebook,CA
20148,COMPSCI-BS,Elbit Systems of America,NH
20148,GAMEDES-BS,Talen Energy,PA
20148,SOFTENG-BS,RIT - Software Engineering,NY
20148,GAMEDES-BS,NYS Dept of Public Service,NY
20148,COMPSCI-BS,Spectracom Corp,NY
20148,INFOSEC-BS,MassMutual,MA
20148,COMPSCI-MS,CA Technologies,NH
20148,COMPSCI-BS,Paychex Inc,NY
20148,SOFTENG-BS,About Objects,VA
20148,SOFTENG-BS,"Black River Systems Co., Inc.",NY
20148,INFOTEC-BS,FM Global,RI
20148,NWMEDID-BS,iD Tech Camps (Internal Drive),NY
20148,COMPSCI-BS,Constant Contact,MA
20148,NWMEDID-BS,Paychex Inc,NY
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,NWMEDID-BS,RIT - Golisano Institute for Sustainability,NY
20148,GAMEDES-BS,HERE NA LLC,IL
20148,GAMEDES-BS,Workinman,NY
20148,NWMEDID-BS,Apple,CA
20148,COMPSCI-BS,Lockheed Martin,NY
20148,GAMEDES-BS,RIT - School of Mathematical Sciences,NY
20148,COMPSCI-BS,iD Tech Camps (Internal Drive),CA
20148,SOFTENG-BS,General Dynamics Mission Systems,MA
20148,GAMEDES-BS,Pictometry International LLC,NY
20148,COMPSCI-BS,EagleDream Technologies,NY
20148,SOFTENG-BS,PAR Government Systems Corporation,NY
20148,COMPSCI-BS,HubSpot,MA
20148,COMPSCI-MS,"Valeo North America, Inc.",MI
20148,SOFTENG-BS,Verizon Wireless,WA
20148,NETSYS-MS,NRG Energy,PA
20148,COMPSCI-MS,Adarza Biosystems Inc,NY
20148,COMPSCI-MS,Intuit,CA
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,INFOTEC-BS,Paychex Inc,NY
20148,COMPSCI-BS,Intuit,CA
20148,COMPSCI-BS,RIT - School of Mathematical Sciences,NY
20148,COMPSCI-MS,Cloudera,NH
20148,COMPSCI-MS,Paychex Inc,NY
20148,COMPSCI-MS,"1st Playable Productions, LLC",NY
20148,ANSA-BS,FactSet Research Systems Inc.,CT
20148,COMPSCI-MS,Mad Chef Kitchen,CA
20148,SOFTENG-MS,Exablox,CA
20148,INFOSEC-BS,Raytheon,FL
20148,GAMEDES-BS,ViaSat,CA
20148,INFOSEC-BS,Symantec Corporation,CA
20148,SOFTENG-BS,Ortho Clinical Diagnostics,NY
20148,COMPSCI-BS,Soleo Communications Inc,NY
20148,INFOST-MS,RIT - Research Computing,NY
20148,NETSYS-MS,Genesee & Wyoming Inc,NY
20148,INFOSEC-BS,BuildingBlok LLC,NY
20148,COMPSCI-MS,HoundDog,NY
20148,COMPSCI-BS,Hudl,NE
20148,GAMEDES-BS,Wickliffe Game Design Club,OH
20148,COMPSCI-BS,Northrop Grumman Corporation,VA
20148,NETSYS-MS,Spica Computers,NJ
20148,INFOST-MS,Paychex Inc,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,COMPSCI-BS,CloudFlare,CA
20148,SOFTENG-BS,IDI Billing Solutions,NY
20148,INFOSEC-BS,Intuit,CA
20148,ANSA-BS,Calero Software (formerly Veramark),NY
20148,SOFTENG-MS,Collabrus,CA
20148,COMPSCI-MS,"CHESS Mobile Health, Inc.",NY
20148,ANSA-BS,RIT - Center for Campus Life,NY
20148,GAMEDES-MS,Intuit,CA
20148,INFOTEC-BS,Paychex Inc,NY
20148,GAMEDES-BS,NoFraud,NY
20148,SOFTENG-BS,Microsoft Corporation,WA
20148,INFOTEC-BS,Liberty Mutual,NH
20148,COMPSCI-BS,Entergy Nuclear Northeast,NY
20148,GAMEDES-BS,Digivations,WA
20148,INFOTEC-BS,Institute 4 Priority Thinking,NY
20148,INFOSEC-BS,PASCO Building Automation Systems,NY
20148,COMPSCI-BS,Northrop Grumman Corporation,VA
20148,COMPSCI-BS,American Greetings,OH
20148,INFOSEC-BS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,COMPSCI-MS,Alstom Transport,NY
20148,INFOST-MS,Xerox Corporation,XX
20148,COMPSCI-BS,"Vistaprint, A Cimpress Company",MA
20148,COMPIS-PHD,Amazon,WA
20148,INFOTEC-BS,RIT - Software Engineering,NY
20148,GAMEDES-MS,BrokenMyth Studios LLC,NY
20148,COMPSCI-MS,CloudVelox,CA
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,GAMEDES-BS,Choozle,CO
20148,COMPSCI-BS,Intuit,CA
20148,SOFTENG-BS,Vuzix Corporation,NY
20148,COMPSCI-MS,Alstom Transport,NY
20148,GAMEDES-BS,Alpine Software,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,GAMEDES-BS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Akamai Technologies,MA
20148,COMPSCI-BS,MBF Bioscience,VT
20148,INFOTEC-BS,Bethesda North Marriott Hotel & Conference Center,MD
20148,HUMCOMP-MS,"Autodesk, Inc.",CA
20148,GAMEDES-BS,Anthony Bristol Images,NY
20148,SOFTENG-BS,JPMorgan Chase,NY
20148,COMPSCI-BS,Elbit Systems of America,NH
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,NWMEDID-BS,Troy Web Consulting,NY
20148,SOFTENG-BS,Constant Contact,MA
20148,ANSA-BS,Progressive Expert Consulting,NY
20148,COMPSCI-MS,Intel Corp,OR
20148,COMPSCI-MS,Amazon,WA
20148,INFOSEC-BS,Verizon Wireless,GA
20148,SOFTENG-BS,REDCOM Laboratories Inc,NY
20148,INFOTEC-BS,elogic Group LLC,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,INFOSEC-BS,RIT - Engineering,NY
20148,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),NY
20148,GAMEDES-BS,RIT - Institute for Health Sciences and Technology,NY
20148,INFOTEC-BS,Intuit,CA
20148,COMPSCI-BS,Google,CA
20148,INFOTEC-BS,University of Rochester - Lab for Laser Energetics,NY
20148,NWMEDID-BS,Eric Mower & Associates,NY
20148,SOFTENG-BS,RIT - Information & Technology Services,NY
20148,COMPSCI-BS,Hewlett-Packard,TX
20148,GAMEDES-BS,Paperless Post,NY
20148,COMPSCI-BS,NerdWallet,CA
20148,SOFTENG-BS,Datto Inc.,CT
20148,SOFTENG-BS,IMSWorkX,NY
20148,INFOTEC-BS,Beauty Supply Warehouse,NY
20148,INFOSEC-BS,Wegmans Food Markets Inc,NY
20148,ANSA-BS,Palantir,VA
20148,SOFTENG-BS,RIT - Software Engineering,NY
20148,COMPSCI-BS,RIT-NTID - Access Services,NY
20148,NWMEDID-BS,RIT - Institute for Health Sciences and Technology,NY
20148,NETSYS-BS,Cisco Systems Inc,NC
20148,COMPSCI-BS,Bytronics Inc,NY
20148,SOFTENG-BS,University of Rochester Medical Center,NY
20148,GAMEDES-BS,Doner Advertising,OH
20148,COMPSCI-BS,Liberty Mutual,WA
20148,GAMEDES-BS,"1st Playable Productions, LLC",NY
20148,COMPSCI-BS,Kyo Logic,CT
20148,COMPSCI-BS,General Electric,OH
20148,INFOSEC-BS,iCardiac Technologies Inc,NY
20148,SOFTENG-MS,CCC Information Services,IL
20148,COMPSEC-MS,Dell SecureWorks,GA
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,HUMCOMP-MS,Cisco Systems Inc,CA
20148,COMPSEC-MS,Sony Electronics,CA
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,GAMEDES-MS,Fieldlens,NY
20148,COMPSCI-MS,Intuit,CA
20148,INFOSEC-BS,University of Rochester - University IT,NY
20148,SOFTENG-BS,Saab Sensis Corporation,NY
20148,SOFTENG-BS,Alstom Transport,NY
20148,SOFTENG-BS,GENCO,PA
20148,COMPSCI-BS,Intuit,CA
20148,COMPSCI-BS,Intel Corp,CA
20148,COMPSCI-BS,Envisage Information Systems,NY
20148,SOFTENG-BS,Paychex Inc,NY
20148,COMPSCI-MS,L&T Infotech,NJ
20148,HUMCOMP-MS,Exablox,CA
20148,SOFTENG-BS,JADAK LLC,NY
20148,COMPSCI-MS,Intel Corp,OR
20148,INFOTEC-BS,Constant Contact,MA
20148,ANSA-BS,SMP,NY
20148,COMPSCI-BS,Global Printing  (Global Thinking),VA
20148,INFOTEC-BS,EarthLink,NY
20148,INFOTEC-BS,EarthLink,NY
20148,SOFTENG-BS,IDI Billing Solutions,NY
20148,INFOST-MS,Intuit,CA
20148,COMPSCI-MS,Intuit,CA
20148,GAMEDES-BS,MCD Partners,NY
20148,SOFTENG-BS,Constant Contact,MA
20148,SOFTENG-BS,Hudl,NE
20148,NETSYS-MS,Frontier Corp/A Citizens Comm. Co.,NY
20148,ANSA-BS,Liberty Mutual,NH
20148,COMPSCI-MS,MotionSavvy,NY
20148,INFOST-MS,MetaMind Inc,CA
20148,COMPSCI-MS,Ahold Inc,MA
20148,COMPSCI-MS,Alstom Transport,NY
20148,INFOTEC-MS,Egen Solutions Inc,IL
20148,COMPSCI-BS,IBM Corp,NY
20148,GAMEDES-BS,Digital Media Academy,CA
20148,SOFTENG-BS,EnerNOC Inc,MA
20148,SOFTENG-BS,Paychex Inc,NY
20148,INFOTEC-BS,Exelon Corp,MD
20148,SOFTENG-BS,JPMorgan Chase,NY
20148,GAMEDES-BS,Empirical Resolution Inc,NY
20148,INFOSEC-BS,Constant Contact,MA
20148,INFOSEC-BS,Base Commerce LLC,NY
20148,INFOSEC-BS,Parsons,VA
20148,ANSA-BS,Target Corp,MN
20148,COMPSCI-BS,Xamarin,MA
20148,GAMEDES-BS,RIT - Software Engineering,NY
20148,NWMEDID-BS,Thomas Matthews Associates,PA
20148,SOFTENG-BS,CoverMyMeds,OH
20148,SOFTENG-MS,CCC Information Services,IL
20148,SOFTENG-BS,ANSYS Inc,PA
20148,COMPSCI-MS,RIT - Computer Science,NY
20148,COMPSCI-MS,Verizon Wireless,MA
20148,COMPSCI-MS,"ESRI, Implementation Services",CA
20148,ANSA-BS,Loretto Health Care,NY
20148,GAMEDES-BS,Raytheon,CO
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,NWMEDID-BS,Verizon Wireless,NJ
20148,SOFTENG-BS,PFP Cybersecurity,VA
20148,ANSA-BS,SMP,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),DC
20148,GAMEDES-BS,High 5 Games,NY
20148,COMPSCI-MS,JPMorgan Chase,NY
20148,SOFTENG-BS,Blue Apron,NY
20148,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20148,INFOSEC-BS,KEYW Corporation,MD
20148,COMPSCI-BS,Carnegie Mellon Univeristy,PA
20148,COMPSCI-BS,Exablox,CA
20148,COMPSCI-BS,Mitre Corp,VA
20148,INFOTEC-BS,ThirtySix Software,NY
20148,COMPSCI-MS,eHealth Global Technologies Inc,NY
20148,INFOST-MS,Aim LLC,NY
20148,COMPSCI-MS,Amazon,WA
20148,INFOST-MS,Frontier Corp/A Citizens Comm. Co.,NY
20148,SOFTENG-MS,Patagonia Health,NC
20148,NWMEDID-BS,Topercin,NY
20148,COMPSCI-MS,MotionSavvy,NY
20148,SOFTENG-BS,Ricoh Production Print Solutions,CO
20148,ANSA-BS,P3 Systems Inc,NY
20148,SOFTENG-BS,RIT - Physics,NY
